QLBES version12-12-2017,,,,,,,,
Starting_2108,hours,GMT,13_Dec2017,,,,,
wallets,1000,blocks,5000,,,,,
Using Python secrets module for cryptographically strong random numbers,,,,,,,,
useRetarget = True, retarget on every block,,,,,,,
Using target scaling, targetScalingFactor,1.05,starting step,16,,,,
Loading wallets with Mainnet distribuition,,,,,,,,
useDynamicWeights = False, wallet weights are fixed during the simulation run,,,,,,,
trueNetworkWeight,20026263,,,,,,,
block,wallet,wallet weight,true network weight,new network weight,network weight,target,difficulty,spacing
2555,849,15776,20026263,19465750,17481522.77,789770.3957,3413523.747,64
2556,72,31019,20026263,19465250,17560942.56,786978.2076,3425634.883,48
2557,38,97994,20026263,19464500,17612635.09,789204.0607,3415973.3,192
2558,0,1911538,20026263,19463750,17664997.41,786413.8749,3428093.128,48
2559,476,6824,20026263,19463250,17543697.73,799203.3528,3373234.097,496
2560,736,13064,20026263,19462500,17624415.75,796377.8151,3385202.286,48
2561,947,18128,20026263,19461750,17765316.31,793562.2668,3397212.938,48
2562,895,16880,20026263,19461250,17969675.44,790195.554,3411687.128,32
2563,951,18224,20026263,19460500,17935896.28,787401.8628,3423791.748,48
2564,716,12584,20026263,19459750,17902047.8,786288.3371,3428640.452,96
2565,854,15896,20026263,19459250,17898100.85,787956.2636,3421382.791,176
2566,939,17936,20026263,19458500,17686577.15,788513.4185,3418965.279,144
2567,930,17720,20026263,19457750,17829173.14,784610.5767,3435972.035,16
2568,829,15296,20026263,19457250,17795130.82,784055.7876,3438403.291,112
2569,955,18320,20026263,19456500,17761018.24,782946.9938,3443272.688,96
2570,13,174947,20026263,19456000,17875442.69,780732.5423,3453039.106,64
2571,27,119935,20026263,19455250,17901465.87,779076.4012,3460379.49,80
2572,1,892220,20026263,19454750,17897630.65,775771.1451,3475122.808,32
2573,789,14336,20026263,19454000,18356120.93,775222.6062,3477581.766,112
2574,68,32677,20026263,19453250,18291903.01,774674.4552,3480042.464,112
2575,26,122460,20026263,19452750,18134692.97,775222.2186,3477583.505,144
2576,4,431691,20026263,19452000,18132224.55,771385.1633,3494881.842,16
2577,4,431691,20026263,19451500,18348343.23,769203.4128,3504794.642,64
2578,17,155605,20026263,19450750,17915124.85,776817.9419,3470439.925,352
2579,28,118654,20026263,19450250,17851389.01,774071.5464,3482752.999,48
2580,0,1911538,20026263,19449500,17937581.82,770787.5236,3497591.642,32
2581,503,7472,20026263,19449000,17903898.87,770787.5236,3497591.642,128
2582,741,13184,20026263,19448250,18555571.63,768062.4484,3510001.05,48
2583,24,128423,20026263,19447750,18237701.53,770234.8011,3500101.522,192
2584,1,892220,20026263,19447000,18393522.37,770234.8011,3500101.522,128
2585,841,15584,20026263,19446500,18749007.24,774591.7948,3480413.836,256
2586,29,115146,20026263,19445750,19189437.57,771305.5649,3495242.512,32
2587,0,1911538,20026263,19445250,19055710.19,771305.5649,3495242.512,128
2588,25,127707,20026263,19444500,18625286.86,775123.2343,3478027.597,240
2589,2,825187,20026263,19444000,18400396.28,776219.3958,3473115.996,160
2590,683,11792,20026263,19443250,18304630.39,780061.3868,3456010.06,240
2591,0,1911538,20026263,19442750,18271813.59,781164.5318,3451129.551,160
2592,522,7928,20026263,19442000,18654383.5,778955.1218,3460918.254,64
2593,10,193253,20026263,19441500,18525134.5,777302.751,3468275.388,80
2594,471,6704,20026263,19440750,18557270.7,774005.0197,3483052.347,32
2595,0,1911538,20026263,19440250,18786503.11,770173.989,3500377.887,16
2596,602,9848,20026263,19439750,18787825.2,778342.7073,3463641.369,368
2597,891,16784,20026263,19439000,18922684.28,774490.2067,3480870.354,16
2598,0,1911538,20026263,19438500,19267034.56,771752.0409,3493220.435,48
2599,20,139336,20026263,19437750,18962400.08,772843.4349,3488287.379,160
2600,0,1911538,20026263,19437250,18665663.57,774482.8412,3480903.458,176
2601,769,13856,20026263,19436750,18601066.49,772839.9573,3488303.076,80
2602,914,17336,20026263,19436000,18345012.36,773386.4236,3485838.279,144
2603,602,9848,20026263,19435500,18280797.07,773386.4236,3485838.279,128
2604,31,109767,20026263,19435000,18437415.17,770105.3074,3500690.067,32
2605,740,13160,20026263,19434250,18468681.83,768471.7095,3508131.746,80
2606,3,800279,20026263,19433750,18436185.34,765211.4441,3523078.517,32
2607,592,9608,20026263,19433250,18994375.2,761965.0106,3538088.971,32
2608,0,1911538,20026263,19432750,19236917.27,764658.8943,3525624.328,208
2609,986,19064,20026263,19432000,19812894.71,763577.5312,3530617.246,96
2610,616,10184,20026263,19431500,18872782.76,774915.7869,3478958.676,464
2611,0,1911538,20026263,19431000,19009096.21,772176.1165,3491301.974,48
2612,626,10424,20026263,19430500,18977734.21,768900.1351,3506177.041,32
2613,6,223571,20026263,19430000,18946303.14,766181.7326,3518616.909,48
2614,7,209804,20026263,19429250,18650154.21,769974.041,3501286.87,240
2615,0,1911538,20026263,19428750,17989708.98,780862.8377,3452462.929,448
2616,0,1911538,20026263,19428250,18549812.58,776997.8635,3469636.31,16
2617,782,14168,20026263,19427750,18358014.73,776448.4572,3472091.386,112
2618,17,155605,20026263,19427250,18420241.09,774252.3859,3481939.545,64
2619,38,97994,20026263,19426750,18743248.42,772062.5258,3491815.636,64
2620,702,12248,20026263,19426250,19462599.78,770424.7761,3499238.451,80
2621,35,105030,20026263,19425750,19646840.1,768790.5005,3506677.045,80
2622,70,32105,20026263,19425250,19544895.23,767703.2945,3511643.13,96
2623,1,892220,20026263,19424750,19408133.62,768788.963,3506684.058,160
2624,766,13784,20026263,19424250,20107197.02,764983.7498,3524127.148,16
2625,872,16328,20026263,19423750,19707540.16,774720.1525,3479837.192,416
2626,48,77925,20026263,19423250,19786721.75,773076.7652,3487234.543,80
2627,3,800279,20026263,19423000,19720308.02,771983.4977,3492173.094,96
2628,60,50804,20026263,19422500,19510562.04,772529.3584,3489705.564,144
2629,18,146705,20026263,19422000,19804625.38,770344.3717,3499603.682,64
2630,0,1911538,20026263,19421500,19884899.43,766531.4598,3517011.553,16
2631,17,155605,20026263,19421250,21065865.31,762737.4204,3534506.014,16
2632,462,6488,20026263,19420750,21038086.52,760580.1288,3544531.204,64
2633,21,137152,20026263,19420250,20646151.8,763269.1164,3532043.865,208
2634,2,825187,20026263,19420000,20499382.8,762189.7186,3537045.875,96
2635,9,97511,20026263,19419500,20354051.08,761650.783,3539548.649,112
2636,5,258679,20026263,19419000,20324892.87,761112.2285,3542053.194,112
2637,856,15944,20026263,19418750,19882328.29,769184.8347,3504879.293,368
2638,966,18584,20026263,19418250,19962847.98,768640.9529,3507359.307,112
2639,28,118654,20026263,19418000,19969900.44,764836.4723,3524805.756,16
2640,812,14888,20026263,19417750,20014150.91,763754.8581,3529797.515,96
2641,727,12848,20026263,19417250,20096259.68,761594.6888,3539809.35,64
2642,767,13808,20026263,19417000,19991907.66,761056.1739,3542314.079,112
2643,969,18656,20026263,19416500,19598342.99,765361.2468,3522388.952,256
2644,1,892220,20026263,19416250,19532029.78,763196.5341,3532379.773,64
2645,2,825187,20026263,19416000,19501077.58,763196.5341,3532379.773,128
2646,1,892220,20026263,19415750,19434898.97,763736.1816,3529883.833,144
2647,60,50804,20026263,19415500,19723568.56,759955.9778,3547442.324,16
2648,842,15608,20026263,19415250,19621247.74,757806.5531,3557504.206,64
2649,52,70054,20026263,19415000,19240568.49,761557.4075,3539982.637,240
2650,2,825187,20026263,19414750,19919055.76,758864.9648,3552542.448,48
2651,30,114338,20026263,19414500,19999488.45,755108.8717,3570213.649,16
2652,30,114338,20026263,19414250,19535291.16,758846.3736,3552629.483,240
2653,694,12056,20026263,19414000,19718166.93,756163.5157,3565234.165,48
2654,12,181074,20026263,19413750,19615878.69,755094.1665,3570283.177,96
2655,24,128423,20026263,19413500,19764289.97,755094.1665,3570283.177,128
2656,34,105168,20026263,19413250,19879002.65,753492.4112,3577872.796,80
2657,14,168298,20026263,19413250,19703668.97,760418.6274,3545284.009,336
2658,51,71332,20026263,19413000,19495279.83,760418.6274,3545284.009,128
2659,449,6176,20026263,19413000,19676739.82,757730.2108,3557862.629,48
2660,0,1911538,20026263,19412750,19753547.15,760409.1227,3545328.323,208
2661,409,5216,20026263,19412750,19651023.47,763097.5056,3532838.176,208
2662,834,15416,20026263,19412500,20094000.14,760399.6181,3545372.638,48
2663,624,10376,20026263,19412500,20101084.57,761474.9578,3540365.934,160
2664,53,63033,20026263,19412500,20183203.82,758244.3764,3555450.042,32
2665,841,15584,20026263,19412250,20228483.47,756099.7927,3565534.637,64
2666,939,17936,20026263,19412250,20160927.88,753961.2746,3575647.836,64
2667,4,431691,20026263,19412250,20093503.22,751295.6877,3588334.186,48
2668,891,16784,20026263,19412250,20480246.83,753951.8506,3575692.53,208
2669,26,122460,20026263,19412250,20146667.33,755018.0721,3570643.008,160
2670,1,892220,20026263,19412250,20229007.67,751281.0196,3588404.245,16
2671,5,258679,20026263,19412250,20582078.77,747562.464,3606253.831,16
2672,609,10016,20026263,19412500,20989722.99,743862.314,3624192.205,16
2673,615,10160,20026263,19412500,21124091.97,740706.4548,3639633.464,32
2674,980,18920,20026263,19412500,20892908.38,744372.6702,3621707.389,240
2675,3,800279,20026263,19412750,20984734.94,743319.9954,3626836.378,96
2676,33,105197,20026263,19412750,20482579.85,746999.1469,3608973.332,240
2677,43,84177,20026263,19413000,20568756.96,744358.1741,3621777.921,48
2678,413,5312,20026263,19413250,20539155.19,741726.5383,3634627.94,48
2679,0,1911538,20026263,19413250,19873325.97,748020.1346,3604047.372,320
2680,0,1911538,20026263,19413500,19842240.79,751193.6335,3588821.683,224
2681,64,38078,20026263,19413750,20029585.92,747475.5105,3606673.345,16
2682,1,892220,20026263,19414000,20879577.92,746946.9791,3609225.387,112
2683,3,800279,20026263,19414250,20731479.9,746418.8214,3611779.235,112
2684,21,137152,20026263,19414500,20623718.44,744835.4688,3619457.065,80
2685,21,137152,20026263,19414750,20101037.06,749575.4506,3596569.229,272
2686,0,1911538,20026263,19415250,20445954.08,748515.4181,3601662.618,96
2687,33,105197,20026263,19415500,20883854.04,753278.8183,3578887.305,272
2688,2,825187,20026263,19415750,20502377.14,754876.7228,3571311.604,176
2689,0,1911538,20026263,19416250,20357798.03,756478.0169,3563751.94,176
2690,430,5720,20026263,19416750,20479489.98,752733.7382,3581478.899,16
2691,866,16184,20026263,19417000,20147976.57,755394.9853,3568861.394,208
2692,783,14192,20026263,19417500,20266001.03,752190.1984,3584066.91,32
2693,0,1911538,20026263,19418000,20235258.14,751126.4682,3589142.593,96
2694,435,5840,20026263,19418500,20430567.33,747408.6777,3606995.852,16
2695,18,146705,20026263,19419000,20476347,747937.1618,3604447.188,144
2696,48,77925,20026263,19419750,20484190.45,744235.1571,3622376.576,16
2697,8,198284,20026263,19420250,21370266.99,742130.1965,3632651,64
2698,38,97994,20026263,19420750,21341439.67,741080.6929,3637795.487,96
2699,765,13760,20026263,19421500,21395563.73,739508.6639,3645528.622,80
2700,41,88514,20026263,19422000,21408319.38,740031.562,3642952.731,144
2701,728,12872,20026263,19422750,21421111.21,737938.4906,3653285.517,64
2702,51,71332,20026263,19423500,21433966.67,734285.9755,3671457.838,16
2703,463,6512,20026263,19424250,21405185.08,731170.7442,3687100.477,32
2704,36,104336,20026263,19425000,21501512.03,728068.7294,3702809.764,32
2705,945,18080,20026263,19425750,21942925.33,725494.684,3715947.283,48
2706,3,800279,20026263,19426500,22090492.65,722929.7391,3729131.414,48
2707,4,431691,20026263,19427250,22106938.55,722418.5637,3731770.106,112
2708,19,139439,20026263,19428250,22257086.25,720375.3081,3742354.811,64
2709,575,9200,20026263,19429000,23306677.28,716809.7241,3760970.184,16
2710,1,892220,20026263,19430000,23038526.9,719343.9639,3747720.333,208
2711,1,892220,20026263,19431000,23060006.77,715783.4847,3766362.396,16
2712,770,13880,20026263,19432000,23033591.15,715277.3623,3769027.432,112
2713,36,104336,20026263,19433000,22864965.09,715277.3623,3769027.432,128
2714,3,800279,20026263,19434000,22979803.19,713760.069,3777039.536,80
2715,672,11528,20026263,19435000,23387283.49,713760.069,3777039.536,128
2716,17,155605,20026263,19436000,22510919.59,721330.4427,3737399.45,368
2717,44,83613,20026263,19437250,22758744.08,718780.2202,3750659.693,48
2718,536,8264,20026263,19438250,23060403.06,716239.0138,3763966.983,48
2719,62,46406,20026263,19439500,22844978.6,715226.125,3769297.437,96
2720,17,155605,20026263,19440750,22771217.46,714214.6686,3774635.44,96
2721,35,105030,20026263,19442000,23361462.91,711689.6035,3788027.796,48
2722,470,6680,20026263,19443250,23334935.98,709676.6932,3798772.069,64
2723,302,2648,20026263,19444500,23163791.11,708171.2803,3806847.404,80
2724,1,892220,20026263,19446000,22807297.75,715682.3775,3766894.484,368
2725,16,157617,20026263,19447250,22550704.03,716188.4284,3764232.838,144
2726,785,14240,20026263,19448750,22166769.76,719733.2889,3745693.081,240
2727,98,13345,20026263,19450250,22269521.57,718715.4585,3750997.656,96
2728,33,105197,20026263,19451750,22240770.17,717699.0676,3756309.743,96
2729,2,825187,20026263,19453250,22843181.27,717699.0676,3756309.743,128
2730,30,114338,20026263,19454750,22954699.17,716684.114,3761629.353,96
2731,5,258679,20026263,19456500,23067662,713136.8,3780340.602,16
2732,0,1911538,20026263,19458250,23520282.73,711119.7965,3791063.072,64
2733,782,14168,20026263,19459750,23992238.43,709108.4978,3801815.954,64
2734,917,17408,20026263,19461500,24016748.98,706601.4852,3815304.746,48
2735,38,97994,20026263,19463500,23155694,716594.0818,3762101.96,448
2736,791,14384,20026263,19465250,23127834.71,714060.6044,3775449.847,48
2737,955,18320,20026263,19467000,22959496.9,714060.6044,3775449.847,128
2738,40,88540,20026263,19469000,22792983.79,714060.6044,3775449.847,128
2739,4,431691,20026263,19471000,22538367.34,714565.5085,3772782.156,144
2740,624,10376,20026263,19473000,22871960.5,713554.9863,3778125.094,96
2741,919,17456,20026263,19475000,23264177.07,710527.7069,3794222.201,32
2742,1,892220,20026263,19477250,23236270.46,707513.2708,3810387.891,32
2743,716,12584,20026263,19479250,23114094.44,705512.1726,3821195.586,64
2744,45,81602,20026263,19481500,23132837.06,702020.1555,3840203.132,16
2745,4,431691,20026263,19483750,22204724.31,709466.0118,3799900.143,368
2746,0,1911538,20026263,19486000,22480736.75,709967.6672,3797215.176,144
2747,697,12128,20026263,19488500,22719415.24,706453.597,3816103.437,16
2748,889,16736,20026263,19490750,23386998.27,702956.9202,3835085.654,16
2749,414,5336,20026263,19493250,23076194.85,703951.0258,3829669.822,160
2750,11,185594,20026263,19495750,22772454.93,704946.5373,3824261.639,160
2751,40,88540,20026263,19498250,23683878.39,701457.3198,3843284.436,16
2752,581,9344,20026263,19500750,24154391.79,699969.3425,3851454.394,80
2753,31,109767,20026263,19503500,23630515.59,701949.1037,3840591.84,192
2754,13,174947,20026263,19506250,23748928.74,700460.0832,3848756.074,80
2755,0,1911538,20026263,19509000,23575117.42,701945.9451,3840609.122,176
2756,720,12680,20026263,19511750,23403217.4,702442.2831,3837895.39,144
2757,10,193253,20026263,19514500,23908410.97,701945.5942,3840611.042,112
2758,3,800279,20026263,19517500,23635649.88,703930.945,3829779.07,192
2759,1,892220,20026263,19520250,24201413.59,702935.4619,3835202.726,96
2760,14,168298,20026263,19523250,24481106.38,701941.3867,3840634.063,96
2761,21,137152,20026263,19526500,24874527.39,699956.0478,3851527.547,64
2762,0,1911538,20026263,19529500,24428086.52,700945.9096,3846088.497,160
2763,786,14264,20026263,19532750,24349084.51,704415.3255,3827145.581,240
2764,3,800279,20026263,19536000,24118879.61,703917.2414,3829853.627,112
2765,492,7208,20026263,19539250,24040736.74,703917.2414,3829853.627,128
2766,852,15848,20026263,19542500,23962859.55,701428.5823,3843441.896,48
2767,5,258679,20026263,19545750,23594209.06,705892.3314,3819137.679,272
2768,56,55351,20026263,19549250,23051294.75,708387.9734,3805682.904,208
2769,528,8072,20026263,19552750,22618467.26,711393.3316,3789605.384,224
2770,23,130124,20026263,19556250,22808891.28,708375.2231,3805751.404,32
2771,49,77480,20026263,19560000,22822982.88,706872.571,3813841.576,80
2772,18,146705,20026263,19563500,22528093.2,710871.1431,3792389.136,256
2773,42,84719,20026263,19567250,22584124.89,708357.8988,3805844.481,48
2774,935,17840,20026263,19571000,22167460.64,709860.5142,3797788.363,176
2775,48,77925,20026263,19574750,22177761.15,706848.9086,3813969.247,32
2776,863,16112,20026263,19578750,21493673.35,712346.7612,3784533.245,304
2777,5,258679,20026263,19582750,21035288.21,715872.6069,3765893.504,240
2778,2,825187,20026263,19586500,21039146.24,713341.6803,3779254.843,48
2779,493,7232,20026263,19590750,21272989.98,709810.9101,3798053.766,16
2780,734,13016,20026263,19594750,20494145.14,718343.1961,3752941.511,400
2781,807,14768,20026263,19598750,20316658.49,717327.3316,3758256.352,96
2782,3,800279,20026263,19603000,20566917.2,716312.9037,3763578.719,96
2783,20,139336,20026263,19607250,20568115.97,712767.427,3782299.664,16
2784,13,174947,20026263,19611500,20425426.76,714279.3961,3774293.385,176
2785,55,57735,20026263,19616000,20606002.98,711754.1022,3787684.527,48
2786,981,18944,20026263,19620250,20607411.79,710244.2826,3795736.293,80
2787,944,18056,20026263,19624750,20500318.77,711750.8994,3787701.571,176
2788,1,892220,20026263,19629250,21017402.8,712254.1703,3785025.223,144
2789,0,1911538,20026263,19634000,21058954.8,709232.4097,3801151.729,32
2790,28,118654,20026263,19638500,21139039.45,705721.9788,3820059.572,16
2791,29,115146,20026263,19643250,20991525.81,706719.9947,3814664.96,160
2792,17,155605,20026263,19647750,20995010.23,705720.5674,3820067.211,96
